3r
mais|3r
mais
ne|ne
scavés|scavés
encor|encor
pas
dont|pas
dont
fust|fust
sa|sa
mere|mere
olimpias
du|olimpias
du
roy|roy
phillippon|phillippon
ne|ne
scavés
qui|scavés
qui
fust|fust
ces|ces
peres|peres
dont|dont
fust|fust
nés
je|nés
je
le|le
diray|diray
qui|qui
l’|l’
ay|ay
en|en
memoire
or|memoire
or
escoutés|escoutés
moult|moult
riche|riche
hystoire
des|hystoire
des
roys|roys
des|des
princes|princes
qui|qui
y|y
sont
ly_plus|sont
ly_plus
est|est
du|du
roy|roy
flourimont
ce|flourimont
ce
dist|dist
aimes|aimes
or|or
escoutés
vous|escoutés
vous
qui|qui
les|les
biaus|biaus
dittiés|dittiés
amés
car|amés
car
cy|cy
porrons|porrons
trouver|trouver
la|la
flour
des|flour
des
contes|contes
ly|ly
bon|bon
treuveur
d’|treuveur
d’
amours|amours
et|et
de|de
chevalerie
d’|chevalerie
d’
aventures|aventures
de|de
courtoisies
et|courtoisies
et
de|de
largesse|largesse
et|et
d’|d’
ounour
or|ounour
or
faites|faites
paix|paix
oyés|oyés
seignours|seignours
